gold_label	sentence1	sentence2
Neutral	A woman with a white head cover rides a bike on the sidewalk in a city.	Motorbikes are becoming accepted more and more as transport for women.
Invalidate	Man in kayak with large dog	A man starts swimming with his dog.
Support	Man in kayak with large dog	He takes his dog where he goes
Neutral	Man in kayak with large dog	People love animals while being on a tour.
Invalidate	A boy rock climbs.	The boy decides to have a snack.
Support	A boy rock climbs.	Rock climbing is the only thing he wants to do this afternoon.
Neutral	A boy rock climbs.	Rock climbing can be a fun hobby.
Invalidate	Two children are playing in a green boat on the grass.	The kids are sleeping comfortably
Support	Two children are playing in a green boat on the grass.	The kids are having loads fo fun
Neutral	Two children are playing in a green boat on the grass.	It's good for kids to play together outdoors
Invalidate	Female choir all dressed in black giving a performance.	All female choir dressed in black giving ice cream
Support	Female choir all dressed in black giving a performance.	Performance giving by all female choir dressed black
Neutral	Female choir all dressed in black giving a performance.	I think black dressed giving performance all female
Invalidate	A woman in a white hat walking past a building with bikes parked in front of it.	The street is vacant and bare.
Support	A woman in a white hat walking past a building with bikes parked in front of it.	She has a bounce in her step and you can tell she hs dressed up for today.
Neutral	A woman in a white hat walking past a building with bikes parked in front of it.	Walking and biking are both recommended forms of exercise.
Invalidate	a small child playing on a tire swing	The mom give the dinner to the small child.
Support	a small child playing on a tire swing	A child fall in the park and he gets heard.
Neutral	a small child playing on a tire swing	the children love to play in the swing this days.
Invalidate	Two workers attempt to stop a flooding street.	A group of people attack two workers and immobilize them
Support	Two workers attempt to stop a flooding street.	You must have the courage to cross a road full of water
Neutral	Two workers attempt to stop a flooding street.	Currently there are many poorly finished works that do not have a good flow of water
Invalidate	a tan dog running	The dog has broken his leg
Support	a tan dog running	That dog is following me as I'm jogging
Neutral	a tan dog running	So many abandoned dogs are on street that we can adopt
Invalidate	A man is riding a bicycle outfitted with a big front basket full of flowers.	The man gave flowers to his wife.
Support	A man is riding a bicycle outfitted with a big front basket full of flowers.	The man adjusted the flowers in the basket to ensure they didn't fall.
Neutral	A man is riding a bicycle outfitted with a big front basket full of flowers.	Flowers can be transported in a variety of ways.
Invalidate	A classroom of students watching a presentation.	the computer completely stopped at the middle of the presentation
Support	A classroom of students watching a presentation.	this presentation is about the second world war
Neutral	A classroom of students watching a presentation.	two kids were trying to mind their own business during the presentation
Invalidate	Woman holding baby covered with yellow blanket	Woman is taking a rest.
Support	Woman holding baby covered with yellow blanket	Woman goes to the temple.
Neutral	Woman holding baby covered with yellow blanket	woman went to the hospital.
Invalidate	Two children kneel down on a wood floor to inspect toys, books, and other small items.	One of the children on the floor is injured by falling furniture
Support	Two children kneel down on a wood floor to inspect toys, books, and other small items.	The children seem to like to play on the floor
Neutral	Two children kneel down on a wood floor to inspect toys, books, and other small items.	The toys and books are expensive
Invalidate	The white and brown dog is shaking its ears.	Veterinary doctor figured out dogs' problem
Support	The white and brown dog is shaking its ears.	Doctor is observing whether any bad smell is coming as they are flopping ears
Neutral	The white and brown dog is shaking its ears.	It is important to pay attention to dogs behaviour to understand whether they are sick
Invalidate	A young boy in a blue soccer uniform chasing a ball.	a boy is walking way back to his house.
Support	A young boy in a blue soccer uniform chasing a ball.	The boy is so quick to twist the ball's direction.
Neutral	A young boy in a blue soccer uniform chasing a ball.	young boy plays football to boost their energy level.
Invalidate	Two men, a woman, and two young boys stand in front of a large gathering of people outside a building.	They leave there.
Support	Two men, a woman, and two young boys stand in front of a large gathering of people outside a building.	It's a concert they've been excited to see for months.
Neutral	Two men, a woman, and two young boys stand in front of a large gathering of people outside a building.	free them all
