gold_label	sentence1	sentence2
Neutral	Two skiers getting ready to jump off of a ski lift.	Skiing is a popular activity in Utah.
Invalidate	A group of people riding camels with red seat covers along a sandy shore, and three people are on foot.	The camels are laying down while they rest
Support	A group of people riding camels with red seat covers along a sandy shore, and three people are on foot.	They are heading towards the pyramids while the guides are on foot
Neutral	A group of people riding camels with red seat covers along a sandy shore, and three people are on foot.	The camel is one of the traditional ways to get from place to place on a sandy place like the desert
Invalidate	Disaster workers in camouflage have been working hard to clean up after the tornado.	the city is very clean
Support	Disaster workers in camouflage have been working hard to clean up after the tornado.	The workers are working very hard to clean the city
Neutral	Disaster workers in camouflage have been working hard to clean up after the tornado.	Tornados usually leave the city very messed up and dirty
Invalidate	A batter, catcher, and umpire are at first base during a baseball game.	The three people eat after the game.
Support	A batter, catcher, and umpire are at first base during a baseball game.	The three people discuss the last play.
Neutral	A batter, catcher, and umpire are at first base during a baseball game.	Baseball is a fun game for most.
Invalidate	Young girl wearing gray and pink sweater and leather boots shields her face from the camera.	The girl eats some food in a restaurant.
Support	Young girl wearing gray and pink sweater and leather boots shields her face from the camera.	The girl tries to avoid having her picture taken.
Neutral	Young girl wearing gray and pink sweater and leather boots shields her face from the camera.	Some teenage girls are self-conscious of how they look.
Invalidate	The little boy runs across the gravel.	The boy takes a shower at his house.
Support	The little boy runs across the gravel.	The boy's feet are hurting on the rocks.
Neutral	The little boy runs across the gravel.	Playing on gravel is a hobby of a lot of kids.
Invalidate	Two policemen are riding bikes on the street.	The policemen are pursuing a criminal on their foot.
Support	Two policemen are riding bikes on the street.	policemen observing the locality while riding.
Neutral	Two policemen are riding bikes on the street.	Police on bikes can navigate easier than in a car and can fit in tighter spaces.
Invalidate	Two scientists are examining a petri dish.	Two scientist are approved the dish.
Support	Two scientists are examining a petri dish.	It is difficult to examine the dish.
Neutral	Two scientists are examining a petri dish.	Now a days
Invalidate	A man fixing some type of vehicle in the background of 2 vases.	a man is going to sleep
Support	A man fixing some type of vehicle in the background of 2 vases.	the man is working on a expensive car
Neutral	A man fixing some type of vehicle in the background of 2 vases.	modern car are very delicate
Invalidate	Two young people in white shirts and black shorts walking over a river bed.	no one is seen at the river bed.
Support	Two young people in white shirts and black shorts walking over a river bed.	The path to the school is beside the river bed
Neutral	Two young people in white shirts and black shorts walking over a river bed.	People can walk over this river bed.
Invalidate	Woman walking down the street with grocery bags	The woman cooks food in her kitchen.
Support	Woman walking down the street with grocery bags	The woman strides as fast as she can.
Neutral	Woman walking down the street with grocery bags	Most people hate grocery shopping.
Invalidate	A man is standing in front of a meat market while talking on the phone.	they are cleaning the market place after the crowd decreases
Support	A man is standing in front of a meat market while talking on the phone.	A man is going to buy meat for dinner later.
Neutral	A man is standing in front of a meat market while talking on the phone.	he was asked to buy 1 kg of meat
Invalidate	A very young female is sitting and looking at a book she is about to open.	A woman is making her bed.
Support	A very young female is sitting and looking at a book she is about to open.	A very young female is turning on the light so that she can read better.
Neutral	A very young female is sitting and looking at a book she is about to open.	She prefers to read than to watch TV.
Invalidate	Three soccer players in black and white and a player in red take a break on the field.	4 young people are going back home after their training
Support	Three soccer players in black and white and a player in red take a break on the field.	4 young people having fun in their break time.
