gold_label	sentence1	sentence2
Support	The two little sisters in their pink pajamas are playing with their dollhouse and getting along so well.	They laugh and share their toys with one another.
Neutral	The two little sisters in their pink pajamas are playing with their dollhouse and getting along so well.	Sisters are friends for life.
Invalidate	a Little redheaded girl just caught a small fish on her fishing rod.	Me and my daughter go for a walk
Support	a Little redheaded girl just caught a small fish on her fishing rod.	The little girl won't return home empty handed from fishing
Neutral	a Little redheaded girl just caught a small fish on her fishing rod.	You should use a special rod to be able to catch big fish
Invalidate	A group of tourists looking at a set of columnar ruins.	the tourist are singing in the bus
Support	A group of tourists looking at a set of columnar ruins.	They snap pictures of what they have come to see.
Neutral	A group of tourists looking at a set of columnar ruins.	Everyone could benefit from a vacation.
Invalidate	A dog is running towards a ball to catch it.	He can't really see where the ball went because the sun has set.
Support	A dog is running towards a ball to catch it.	We had just eaten lunch and decided to throw the ball for a bit.
Neutral	A dog is running towards a ball to catch it.	The ball was red and well chewed.
Invalidate	A man in a light blue shirt appears to be working on a small object while a miniature model town set up appears in the foreground.	the town he has built is a representation of his home town
Support	A man in a light blue shirt appears to be working on a small object while a miniature model town set up appears in the foreground.	There is a man looking through a magnifying glass at an object.
Neutral	A man in a light blue shirt appears to be working on a small object while a miniature model town set up appears in the foreground.	This man is a skilled craftsman
Invalidate	The two old man is talking to each other.	One of the two old man are taking a taxi home
Support	The two old man is talking to each other.	The two old man are getting very excited
Neutral	The two old man is talking to each other.	People are passing by the two old mean
Invalidate	A young women hands someone a doll, in what looks like a disaster area.	The woman ponders on the sad situation in her hotel room.
Support	A young women hands someone a doll, in what looks like a disaster area.	The woman wishes she had more dolls to hand out to the many suffering children.
Neutral	A young women hands someone a doll, in what looks like a disaster area.	The greatest injustice of war befalls the innocents who are caught up in it
Invalidate	A man sits in front of an easel displaying various works of art while a horse-drawn buggy is in the background.	The horse is trotting away with it's owner
Support	A man sits in front of an easel displaying various works of art while a horse-drawn buggy is in the background.	The art he is preseting is indeed beautiful
Neutral	A man sits in front of an easel displaying various works of art while a horse-drawn buggy is in the background.	It takes a lot of talent for a man to live off his art
Invalidate	A blond man is changing clothes on a mountain.	it was too cold to undress and he got a flue
Support	A blond man is changing clothes on a mountain.	the man has to change his pants because he fell into a river
Neutral	A blond man is changing clothes on a mountain.	It is difficult to going on the mountatin.
Invalidate	4 older men playing hacky sack.	Old men are buying vegetables in the market nearby
Support	4 older men playing hacky sack.	Yes
Neutral	4 older men playing hacky sack.	Not sure either old man or woman who were playing
Invalidate	An overweight person with sandals reads a magazine on a bench.	The pick a place to set up their lawn chair and umbrella.
Support	An overweight person with sandals reads a magazine on a bench.	The magazine is very interesting to him.
Neutral	An overweight person with sandals reads a magazine on a bench.	It's always important to wear sunscreen at the beach.
Invalidate	two males and one female drinking beer sitting in chairs	Everyone has left the bar for the evening.
Support	two males and one female drinking beer sitting in chairs	They laugh and chat about the old times.
Neutral	two males and one female drinking beer sitting in chairs	You should always drink responsibly.
Invalidate	There is a hand in front of a red, green, white, and black flag.	The hand is taken away from the flags.
Support	There is a hand in front of a red, green, white, and black flag.	The hand is shaking before the flags.
Neutral	There is a hand in front of a red, green, white, and black flag.	Where there are flags
Invalidate	People at a park having a picnic.	park is full crow darkling sounding like a hell
Support	People at a park having a picnic.	the park is occupied for picnic
