gold_label	sentence1	sentence2
Invalidate	A group of adults and children relax on the grass in a park.	They leave the park after relaxing.
Support	A group of adults and children relax on the grass in a park.	The watchman instructs not to pluck flowers in the park.
Neutral	A group of adults and children relax on the grass in a park.	Our mind will get relaxed when we visit park with grass
Invalidate	Two women holding yellow bags, one sitting while the other is hunched over are communicating.	The woman hangs her yellow bag in the hallway when she gets home.
Support	Two women holding yellow bags, one sitting while the other is hunched over are communicating.	The hunched woman is laughing at the joke the sitting woman told her.
Neutral	Two women holding yellow bags, one sitting while the other is hunched over are communicating.	Visiting with friends is one of the best ways to spend an afternoon.
Invalidate	Three young boys playing with the mud on a beach.	It turns into a mud wrestling match.
Support	Three young boys playing with the mud on a beach.	It is very homoerotic
Neutral	Three young boys playing with the mud on a beach.	Boys will be boys
Invalidate	A man in a black shirt leaning on a counter	The man gets in his car to go back home from work.
Support	A man in a black shirt leaning on a counter	The man is thinking about something
Neutral	A man in a black shirt leaning on a counter	There is not anything on tv that day.
Invalidate	A black man walking down a sidewalk.	A man is drinking coffee near a sidewalk.
Support	A black man walking down a sidewalk.	A guy is looking straight at the traffic while walking on a sidewalk.
Neutral	A black man walking down a sidewalk.	People are careless while walking on the road.
Invalidate	A black dog jumps off a pier into a lake.	The dog has his breakfast in the morning and likes to go on a walk with his owner.
Support	A black dog jumps off a pier into a lake.	The sun is setting in on the lake and the sky is a pinish orange hue.
Neutral	A black dog jumps off a pier into a lake.	Some dog breeds like to swim in the water.
Invalidate	A man napping in a hammock near a lake.	the man has to wake up and start working on his garden
Support	A man napping in a hammock near a lake.	the man is havig some relaxing time during holidays
Neutral	A man napping in a hammock near a lake.	the man's wife was sitting in a chair next to him
Invalidate	Multicultural weddings are increasing in numbers in India.	People are marrying within their own culture in India these days.
Support	Multicultural weddings are increasing in numbers in India.	Yesterday
Neutral	Multicultural weddings are increasing in numbers in India.	Weddings in India are beautiful.
Invalidate	A woman wearing a multicolored off the shoulder top and white shorts sits in the grass reading a book.	The woman gets food at a restaurant.
Support	A woman wearing a multicolored off the shoulder top and white shorts sits in the grass reading a book.	The woman cruises through the book quickly.
Neutral	A woman wearing a multicolored off the shoulder top and white shorts sits in the grass reading a book.	Most women like to read books.
Invalidate	Two boys dressed up at a school.	the teacher is happy that the dress rehearsal went well and is treating the boys to chocolate
Support	Two boys dressed up at a school.	the other students are all looking at the pair
Neutral	Two boys dressed up at a school.	Dress rehearsals are a great way to prepare for the opening night of the play.
Invalidate	A gray-haired man is fixing some pipes in the street with a big red machine that is spraying water.	There is a parade happening in the street right now.
Support	A gray-haired man is fixing some pipes in the street with a big red machine that is spraying water.	Pipe maintenance is happening around the street.
Neutral	A gray-haired man is fixing some pipes in the street with a big red machine that is spraying water.	The water run off will be good for the flowers!
Invalidate	Someone casts a fishing line into a body of water.	A crisp  autumn afternoon brings out all of the boaters the river.
Support	Someone casts a fishing line into a body of water.	The local fishing champion has returned from the ProBass tour to offer a fishing tutorial for kids.
Neutral	Someone casts a fishing line into a body of water.	The fishing line is made of premium materials.
Invalidate	Smiling young girl of asian descent holding a pink water bottle stands in front of a lake surrounded by a wooden fence.	The girl is thirsty but she cannot find her water bottle and is looking for it.
Support	Smiling young girl of asian descent holding a pink water bottle stands in front of a lake surrounded by a wooden fence.	He hair is blowing in the wind and causing small ripples on the surface of the lake.
